nf	ni	stddev	nstars	line1	line2	ele1	ele2	c0	c1	c2	c3  teffa teffb rata ratb meanr nfit
143	 547	 93	 655	 5670.85	 5641.44	 VI	 FeI	 6419.81	 -2451.38	 946.49	 -64.47	 4497	 6374	 0.12	 1.61	 0.66	 2
144	 548	 82	 670	 5670.85	 5649.99	 VI	 FeI	 6518.34	 -1483.90	 335.38	 -9.62	 4614	 6374	 0.20	 2.98	 1.20	 2
145	 549	 97	 654	 5670.85	 5651.47	 VI	 FeI	 6935.73	 -1288.42	 194.08	 -0.17	 4597	 6403	 0.42	 4.00	 1.86	 2
146	 550	 111	 665	 5670.85	 5652.32	 VI	 FeI	 6771.00	 -1609.78	 360.08	 -13.06	 4597	 6374	 0.28	 3.09	 1.38	 2
147	 551	 96	 665	 5670.85	 5653.87	 VI	 FeI	 6702.79	 -2160.32	 854.77	 -124.75	 4497	 6374	 0.22	 2.74	 1.14	 2
148	 552	 119	 644	 5670.85	 5661.35	 VI	 FeI	 7019.57	 -1683.54	 272.47	 21.01	 4654	 6403	 0.43	 3.05	 1.44	 2
149	 553	 113	 619	 5670.85	 5662.52	 VI	 FeI	 3798.57	 1064.38	 -205.63	 14.08	 4483	 6136	 0.87	 13.64	 3.09	 4
150	 554	 100	 656	 5670.85	 5667.52	 VI	 FeI	 6669.71	 -2759.30	 1113.25	 -81.40	 4595	 6403	 0.16	 1.71	 0.74	 2
151	 555	 93	 618	 5670.85	 5679.03	 VI	 FeI	 3895.78	 1476.38	 -409.47	 41.02	 4497	 6052	 0.43	 8.24	 1.90	 4
152	 557	 90	 628	 5670.85	 5715.09	 VI	 FeI	 3654.22	 1454.70	 -351.27	 29.92	 4483	 6136	 0.72	 9.47	 2.33	 4
153	 559	 93	 622	 5670.85	 5731.77	 VI	 FeI	 3882.79	 1425.04	 -364.96	 33.32	 4483	 6052	 0.42	 7.79	 1.87	 4
154	 561	 87	 664	 5670.85	 5741.85	 VI	 FeI	 6708.69	 -1744.82	 449.39	 -29.86	 4497	 6374	 0.28	 2.74	 1.20	 2
155	 565	 95	 670	 5703.59	 5694.99	 VI	 NiI	 6693.30	 -1285.27	 40.09	 62.76	 4550	 6403	 0.35	 2.77	 1.30	 2
156	 566	 111	 634	 5703.59	 5633.95	 VI	 FeI	 3878.17	 1477.14	 -300.77	 11.40	 4483	 6146	 0.40	 5.70	 1.48	 4
157	 567	 96	 664	 5703.59	 5635.83	 VI	 FeI	 6378.39	 83.39	 -1013.21	 289.15	 4590	 6374	 0.45	 2.66	 1.44	 2
158	 569	 101	 664	 5703.59	 5641.44	 VI	 FeI	 6233.99	 -158.76	 -2153.26	 1032.60	 4483	 6374	 0.20	 1.61	 0.80	 2
159	 570	 90	 665	 5703.59	 5649.99	 VI	 FeI	 6501.98	 -487.02	 -478.94	 158.22	 4614	 6374	 0.35	 3.05	 1.47	 2
160	 573	 110	 651	 5703.59	 5653.87	 VI	 FeI	 4313.46	 363.37	 1864.57	 -919.94	 4483	 6146	 0.26	 2.68	 0.82	 4
161	 576	 117	 654	 5703.59	 5667.52	 VI	 FeI	 6204.46	 896.21	 -3534.94	 1549.78	 4597	 6374	 0.28	 1.63	 0.92	 2
162	 577	 115	 635	 5703.59	 5679.03	 VI	 FeI	 3537.00	 2316.19	 -764.96	 87.49	 4497	 6136	 0.45	 4.77	 1.31	 4
163	 579	 102	 633	 5703.59	 5715.09	 VI	 FeI	 2336.48	 3790.01	 -1453.74	 196.45	 4483	 6227	 0.74	 5.49	 1.63	 4
164	 581	 106	 629	 5703.59	 5731.77	 VI	 FeI	 3079.84	 3084.60	 -1162.80	 153.71	 4483	 6136	 0.46	 4.52	 1.30	 4
